2015,201507,160,NWFSC - FEAT,22,7/16/15 17:55,40.79283,-124.48383,45,Female,0.49,5,Developing,403862,,Empty,,,b060b9e0-95a4-42cf-9b37-4ae5528dd539,572757e9-5025-46a0-a48c-35c758a379bb
2015,201507,160,NWFSC - FEAT,22,7/16/15 17:55,40.79283,-124.48383,22,Male,0.07,1,Immature,403862,,Empty,,,000f7418-b770-4daf-ae36-9da949ce5e63,f1b8f14f-730a-4c2b-ab13-f8613428011f
2015,201507,160,NWFSC - FEAT,22,7/16/15 17:55,40.79283,-124.48383,24,Female,0.095,1,Immature,403862,,Empty,,,bf5364ff-57c5-45a2-9fce-dbda17d00df6,3c6bb1d4-d805-4a0e-8759-dd97bba9fb50
2015,201507,160,NWFSC - FEAT,22,7/16/15 17:55,40.79283,-124.48383,28,Female,0.125,1,Immature,403862,,Empty,,,bfde300b-e763-4e3c-bad0-df65958542bb,9ea84b16-4060-4b64-99c4-05183cf4f179
2011,201103,160,NWFSC - FEAT,39,8/5/11 22:57,46.873,-124.5566,34,Female,0.217,3,Inactive,403862,,Empty,,,63a80b58-b16e-47cd-95f2-e8d3165eb3c2,19a67f12-d96b-49fb-8aca-b43e7122fbea
2011,201103,160,NWFSC - FEAT,39,8/5/11 22:57,46.873,-124.5566,33,Male,0.236,3,Spent,403862,,Empty,,,6bc2c948-0f0c-4c14-93cb-eea04da50f2e,d6abfb8b-fffb-45b2-8abe-e35ce8388956
2007,200710,21,NWFSC - FEAT,34,7/9/07 14:04,44.2636,-124.9216,48,Female,0.665,8,Unknown,403862,,Empty,,,bbeb9c43-c328-4962-ba6b-b69bb8a99d50,4b0f295f-250c-4ac9-90a1-00091755c3c8
2007,200710,21,NWFSC - FEAT,34,7/9/07 14:04,44.2636,-124.9216,43,Female,0.465,3,Developing,403862,,Empty,,,c69dcc34-b169-42cb-9616-892cf570c210,9a017762-e0da-4a7a-b89c-ecf8ebc7cb9e
2007,200710,21,NWFSC - FEAT,34,7/9/07 14:04,44.2636,-124.9216,48,Male,0.62,13,Developing,403862,,Empty,,,20440268-8442-4374-902a-bff88245734f,b9d5068e-f6a6-4e1b-9922-a2ac6ee1c3a6
2007,200710,21,NWFSC - FEAT,34,7/9/07 14:04,44.2636,-124.9216,47,Male,0.645,4,Spawning,403862,,Empty,,,b7de0623-6c5d-4714-8dfa-a58b8de72f19,35e52305-085c-4d2c-a909-8855ff8f8afa
2007,200710,21,NWFSC - FEAT,65,7/25/07 16:44,48.103,-124.937,48,Male,0.605,8,Spent,403862,,Empty,,,e7641d7e-fdfe-4a5f-ab0d-110203c426ed,5d8255de-9978-4af6-aaf5-704abb8efa91
2007,200710,21,NWFSC - FEAT,65,7/25/07 16:44,48.103,-124.937,51,Female,0.765,8,Developing,403862,,Empty,,,4793ef89-889e-40a9-90b9-89d1e0a51451,f01f00ca-8d2c-4375-a768-946ca2495f89
2007,200710,21,NWFSC - FEAT,65,7/25/07 16:44,48.103,-124.937,45,Male,0.505,8,Developing,403862,,Empty,,,782e68fd-fec1-48c0-a3ba-d8e078790f2e,2519f43a-f100-4fc4-9f0a-7adab83a3e60
2007,200710,21,NWFSC - FEAT,88,8/14/07 22:41,53.7641,-130.7303,47,Male,0.715,12,Spent,403862,,Empty,,,d7b57075-2359-43eb-9432-77b137efefcf,78e1c5ae-21ba-499b-b54a-dd1148db5c6c
2019,201906,160,NWFSC - FEAT,11,6/23/19 01:58,35.9025053,-121.5823847,47,Female,0.64,4,Developing,403862,,Empty,,,ba8cbab6-e5ec-4e6e-bae8-e3672de4fae4,8c4aa819-ca8d-49ed-9d77-3b8c8f928e0e
2019,201906,160,NWFSC - FEAT,11,6/23/19 01:58,35.9025053,-121.5823847,34,Female,0.22,2,Immature,403862,,Empty,,,9b440d35-8985-485a-a062-cfc84317ba45,c926a1ba-3108-4644-bd2f-1b1d800109d2
